Date,Facility,State,Region,DDSO Service Area,Class,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,"Total
Operations"
10/18/2023,DTW,MI,AGL,CE,Towers with Radar,817,11,22,0,850,0,0,0,850
10/18/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,177",33,31,0,"1,241",0,0,0,"1,241"
10/18/2023,FLL,FL,ASO,ES,Towers with Radar,588,82,95,6,771,0,0,0,771
10/18/2023,IAD,VA,AEA,EN,Towers with Radar,561,198,108,1,868,0,0,0,868
10/18/2023,IAH,TX,ASW,CE,Towers with Radar,"1,036",150,26,1,"1,213",0,0,0,"1,213"
10/18/2023,JFK,NY,AEA,EN,Towers with Radar,"1,247",18,44,0,"1,309",0,0,0,"1,309"
10/18/2023,LAS,NV,AWP,WE,Towers with Radar,"1,142",404,144,40,"1,730",0,0,0,"1,730"
10/18/2023,LAX,CA,AWP,WE,Towers with Radar,"1,497",57,24,1,"1,579",0,0,0,"1,579"
10/18/2023,LGA,NY,AEA,EN,Towers with Radar,"1,058",18,11,0,"1,087",0,0,0,"1,087"
10/18/2023,MCO,FL,ASO,ES,Towers with Radar,"1,057",50,29,0,"1,136",0,0,0,"1,136"
10/18/2023,MDW,IL,AGL,CE,Towers with Radar,517,98,113,2,730,0,0,0,730
10/18/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,102",59,33,2,"1,196",0,0,0,"1,196"
10/18/2023,MSP,MN,AGL,CE,Towers with Radar,850,57,33,6,946,0,0,0,946
10/18/2023,ORD,IL,AGL,CE,Towers with Radar,"1,704",341,18,0,"2,063",0,0,0,"2,063"
10/18/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,688,169,50,0,907,0,0,0,907
10/18/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,114",83,70,8,"1,275",0,0,0,"1,275"
10/18/2023,SAN,CA,AWP,WE,Towers with Radar,565,44,31,1,641,0,0,0,641
10/18/2023,SEA,WA,ANM,WE,Towers with Radar,"1,148",10,3,0,"1,161",0,0,0,"1,161"
10/18/2023,SFO,CA,AWP,WE,Towers with Radar,976,74,16,11,"1,077",0,0,0,"1,077"
10/18/2023,SLC,UT,ANM,WE,Towers with Radar,649,118,141,11,919,0,0,0,919
10/18/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,475,73,87,6,641,0,0,0,641
10/19/2023,ATL,GA,ASO,ES,Towers with Radar,"2,264",42,24,1,"2,331",0,0,0,"2,331"
10/19/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,622,126,140,21,909,0,0,0,909
10/19/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,648,112,121,9,890,0,0,0,890
10/19/2023,BOS,MA,ANE,EN,Towers with Radar,"1,011",174,29,1,"1,215",0,0,0,"1,215"
10/19/2023,BWI,MD,AEA,EN,Towers with Radar,668,60,33,6,767,0,0,0,767
10/19/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,282",266,126,5,"1,679",0,0,0,"1,679"
10/19/2023,DCA,DC,AEA,EN,Towers with Radar,851,17,5,7,880,0,0,0,880
10/19/2023,DEN,CO,ANM,WE,Towers with Radar,"1,748",223,11,0,"1,982",0,0,0,"1,982"
10/19/2023,DFW,TX,ASW,CE,Towers with Radar,"2,042",50,8,0,"2,100",0,0,0,"2,100"
10/19/2023,DTW,MI,AGL,CE,Towers with Radar,856,16,8,0,880,0,0,0,880
10/19/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,176",45,64,0,"1,285",0,0,0,"1,285"
10/19/2023,FLL,FL,ASO,ES,Towers with Radar,642,90,100,2,834,0,0,0,834
10/19/2023,IAD,VA,AEA,EN,Towers with Radar,561,195,113,2,871,0,0,0,871
10/19/2023,IAH,TX,ASW,CE,Towers with Radar,"1,043",152,32,0,"1,227",0,0,0,"1,227"
10/19/2023,JFK,NY,AEA,EN,Towers with Radar,"1,277",31,48,0,"1,356",0,0,0,"1,356"
10/19/2023,LAS,NV,AWP,WE,Towers with Radar,"1,336",405,169,42,"1,952",0,0,0,"1,952"
10/19/2023,LAX,CA,AWP,WE,Towers with Radar,"1,600",54,38,2,"1,694",0,0,0,"1,694"
10/19/2023,LGA,NY,AEA,EN,Towers with Radar,"1,055",26,15,0,"1,096",0,0,0,"1,096"
10/19/2023,MCO,FL,ASO,ES,Towers with Radar,"1,066",51,37,0,"1,154",0,0,0,"1,154"
10/19/2023,MDW,IL,AGL,CE,Towers with Radar,542,113,101,2,758,0,0,0,758
10/19/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,126",71,41,3,"1,241",0,0,0,"1,241"
10/19/2023,MSP,MN,AGL,CE,Towers with Radar,931,64,36,4,"1,035",0,0,0,"1,035"
10/19/2023,ORD,IL,AGL,CE,Towers with Radar,"1,773",376,22,0,"2,171",0,0,0,"2,171"
10/19/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,704,166,38,1,909,0,0,0,909
10/19/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,143",102,88,8,"1,341",0,0,0,"1,341"
10/19/2023,SAN,CA,AWP,WE,Towers with Radar,616,55,25,0,696,0,0,0,696
10/19/2023,SEA,WA,ANM,WE,Towers with Radar,"1,241",10,0,0,"1,251",0,0,0,"1,251"
10/19/2023,SFO,CA,AWP,WE,Towers with Radar,"1,030",68,26,5,"1,129",0,0,0,"1,129"
10/19/2023,SLC,UT,ANM,WE,Towers with Radar,666,102,158,16,942,0,0,0,942
10/19/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,500,64,101,8,673,0,0,0,673
10/20/2023,ATL,GA,ASO,ES,Towers with Radar,"2,259",36,19,3,"2,317",0,0,0,"2,317"
10/20/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,641,90,155,13,899,0,0,0,899
10/20/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,650,122,93,5,870,0,0,0,870
10/20/2023,BOS,MA,ANE,EN,Towers with Radar,"1,002",177,21,0,"1,200",0,0,0,"1,200"
10/20/2023,BWI,MD,AEA,EN,Towers with Radar,669,49,36,4,758,0,0,0,758
10/20/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,243",256,64,2,"1,565",0,0,0,"1,565"
10/20/2023,DCA,DC,AEA,EN,Towers with Radar,851,14,1,6,872,0,0,0,872
10/20/2023,DEN,CO,ANM,WE,Towers with Radar,"1,766",229,7,0,"2,002",0,0,0,"2,002"
10/20/2023,DFW,TX,ASW,CE,Towers with Radar,"1,989",62,14,0,"2,065",0,0,0,"2,065"
10/20/2023,DTW,MI,AGL,CE,Towers with Radar,840,24,7,1,872,0,0,0,872
10/20/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,174",42,18,0,"1,234",0,0,0,"1,234"
10/20/2023,FLL,FL,ASO,ES,Towers with Radar,631,78,82,5,796,0,0,0,796
10/20/2023,IAD,VA,AEA,EN,Towers with Radar,572,197,65,0,834,0,0,0,834
10/20/2023,IAH,TX,ASW,CE,Towers with Radar,"1,036",153,21,0,"1,210",0,0,0,"1,210"
10/20/2023,JFK,NY,AEA,EN,Towers with Radar,"1,267",21,27,0,"1,315",0,0,0,"1,315"
10/20/2023,LAS,NV,AWP,WE,Towers with Radar,"1,332",496,171,37,"2,036",0,0,0,"2,036"
10/20/2023,LAX,CA,AWP,WE,Towers with Radar,"1,593",73,38,0,"1,704",0,0,0,"1,704"
10/20/2023,LGA,NY,AEA,EN,Towers with Radar,"1,078",16,12,0,"1,106",0,0,0,"1,106"
10/20/2023,MCO,FL,ASO,ES,Towers with Radar,"1,038",61,50,2,"1,151",0,0,0,"1,151"
10/20/2023,MDW,IL,AGL,CE,Towers with Radar,559,109,77,1,746,0,0,0,746
10/20/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,117",68,41,1,"1,227",0,0,0,"1,227"
10/20/2023,MSP,MN,AGL,CE,Towers with Radar,893,46,22,0,961,0,0,0,961
10/20/2023,ORD,IL,AGL,CE,Towers with Radar,"1,757",367,10,0,"2,134",0,0,0,"2,134"
10/20/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,686,154,28,3,871,0,0,0,871
10/20/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,178",108,91,18,"1,395",0,0,0,"1,395"
10/20/2023,SAN,CA,AWP,WE,Towers with Radar,586,42,29,1,658,0,0,0,658
10/20/2023,SEA,WA,ANM,WE,Towers with Radar,"1,224",14,4,0,"1,242",0,0,0,"1,242"
10/20/2023,SFO,CA,AWP,WE,Towers with Radar,"1,045",97,18,6,"1,166",0,0,0,"1,166"
10/20/2023,SLC,UT,ANM,WE,Towers with Radar,672,106,145,13,936,0,0,0,936
10/20/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,505,67,88,6,666,0,0,0,666
10/21/2023,ATL,GA,ASO,ES,Towers with Radar,"1,921",23,21,1,"1,966",0,0,0,"1,966"
10/21/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,460,53,66,10,589,0,0,0,589
10/21/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,523,73,61,3,660,0,0,0,660
10/21/2023,BOS,MA,ANE,EN,Towers with Radar,841,108,27,1,977,0,0,0,977
10/21/2023,BWI,MD,AEA,EN,Towers with Radar,568,35,12,0,615,0,0,0,615
10/21/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,231",242,35,3,"1,511",0,0,0,"1,511"
10/21/2023,DCA,DC,AEA,EN,Towers with Radar,635,9,0,7,651,0,0,0,651
10/21/2023,DEN,CO,ANM,WE,Towers with Radar,"1,529",201,7,0,"1,737",0,0,0,"1,737"
10/21/2023,DFW,TX,ASW,CE,Towers with Radar,"1,775",34,17,0,"1,826",0,0,0,"1,826"
10/21/2023,DTW,MI,AGL,CE,Towers with Radar,715,11,10,0,736,0,0,0,736
10/21/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,054",13,24,0,"1,091",0,0,0,"1,091"
10/21/2023,FLL,FL,ASO,ES,Towers with Radar,619,73,79,2,773,0,0,0,773
10/21/2023,IAD,VA,AEA,EN,Towers with Radar,532,139,20,1,692,0,0,0,692
10/21/2023,IAH,TX,ASW,CE,Towers with Radar,952,139,17,1,"1,109",0,0,0,"1,109"
10/21/2023,JFK,NY,AEA,EN,Towers with Radar,"1,244",12,14,0,"1,270",0,0,0,"1,270"
10/21/2023,LAS,NV,AWP,WE,Towers with Radar,"1,042",459,100,4,"1,605",0,0,0,"1,605"
10/21/2023,LAX,CA,AWP,WE,Towers with Radar,"1,372",35,28,0,"1,435",0,0,0,"1,435"
10/21/2023,LGA,NY,AEA,EN,Towers with Radar,585,16,1,0,602,0,0,0,602
10/21/2023,MCO,FL,ASO,ES,Towers with Radar,"1,115",28,29,0,"1,172",0,0,0,"1,172"
10/21/2023,MDW,IL,AGL,CE,Towers with Radar,420,68,44,2,534,0,0,0,534
10/21/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,075",35,15,0,"1,125",0,0,0,"1,125"
10/21/2023,MSP,MN,AGL,CE,Towers with Radar,765,30,13,0,808,0,0,0,808
10/21/2023,ORD,IL,AGL,CE,Towers with Radar,"1,572",319,8,0,"1,899",0,0,0,"1,899"
10/21/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,616,147,21,0,784,0,0,0,784
10/21/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,064",73,50,13,"1,200",0,0,0,"1,200"
10/21/2023,SAN,CA,AWP,WE,Towers with Radar,463,34,20,0,517,0,0,0,517
10/21/2023,SEA,WA,ANM,WE,Towers with Radar,"1,060",2,0,0,"1,062",0,0,0,"1,062"
10/21/2023,SFO,CA,AWP,WE,Towers with Radar,923,37,18,2,980,0,0,0,980
10/21/2023,SLC,UT,ANM,WE,Towers with Radar,591,85,50,0,726,0,0,0,726
10/21/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,485,51,49,0,585,0,0,0,585
10/22/2023,ATL,GA,ASO,ES,Towers with Radar,"2,209",36,19,2,"2,266",0,0,0,"2,266"
10/22/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,578,147,156,9,890,0,0,0,890
10/22/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,664,116,107,3,890,0,0,0,890
10/22/2023,BOS,MA,ANE,EN,Towers with Radar,950,161,27,0,"1,138",0,0,0,"1,138"
10/22/2023,BWI,MD,AEA,EN,Towers with Radar,608,63,46,1,718,0,0,0,718
10/22/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,243",272,62,0,"1,577",0,0,0,"1,577"
10/22/2023,DCA,DC,AEA,EN,Towers with Radar,792,10,1,4,807,0,0,0,807
10/22/2023,DEN,CO,ANM,WE,Towers with Radar,"1,670",187,7,0,"1,864",0,0,0,"1,864"
10/22/2023,DFW,TX,ASW,CE,Towers with Radar,"1,950",32,12,0,"1,994",0,0,0,"1,994"
10/22/2023,DTW,MI,AGL,CE,Towers with Radar,830,10,20,0,860,0,0,0,860
10/22/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,135",19,28,0,"1,182",0,0,0,"1,182"
10/22/2023,FLL,FL,ASO,ES,Towers with Radar,650,87,102,6,845,0,0,0,845
10/22/2023,IAD,VA,AEA,EN,Towers with Radar,564,179,79,1,823,0,0,0,823
10/22/2023,IAH,TX,ASW,CE,Towers with Radar,"1,011",153,13,0,"1,177",0,0,0,"1,177"
10/22/2023,JFK,NY,AEA,EN,Towers with Radar,"1,267",20,21,0,"1,308",0,0,0,"1,308"
10/22/2023,LAS,NV,AWP,WE,Towers with Radar,"1,302",490,178,2,"1,972",0,0,0,"1,972"
10/22/2023,LAX,CA,AWP,WE,Towers with Radar,"1,529",71,52,1,"1,653",0,0,0,"1,653"
10/22/2023,LGA,NY,AEA,EN,Towers with Radar,908,27,9,0,944,0,0,0,944
10/22/2023,MCO,FL,ASO,ES,Towers with Radar,"1,038",58,59,2,"1,157",0,0,0,"1,157"
10/22/2023,MDW,IL,AGL,CE,Towers with Radar,502,82,75,2,661,0,0,0,661
10/22/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,092",60,42,2,"1,196",0,0,0,"1,196"
10/22/2023,MSP,MN,AGL,CE,Towers with Radar,920,52,28,2,"1,002",0,0,0,"1,002"
10/22/2023,ORD,IL,AGL,CE,Towers with Radar,"1,726",367,6,0,"2,099",0,0,0,"2,099"
10/22/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,616,174,41,0,831,0,0,0,831
10/22/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,148",71,58,10,"1,287",0,0,0,"1,287"
10/22/2023,SAN,CA,AWP,WE,Towers with Radar,571,33,35,0,639,0,0,0,639
10/22/2023,SEA,WA,ANM,WE,Towers with Radar,"1,168",0,1,0,"1,169",0,0,0,"1,169"
10/22/2023,SFO,CA,AWP,WE,Towers with Radar,998,71,15,0,"1,084",0,0,0,"1,084"
10/22/2023,SLC,UT,ANM,WE,Towers with Radar,644,73,90,10,817,0,0,0,817
10/22/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,497,79,127,1,704,0,0,0,704
10/23/2023,ATL,GA,ASO,ES,Towers with Radar,"2,228",25,18,2,"2,273",0,0,0,"2,273"
10/23/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,684,75,125,5,889,0,0,0,889
10/23/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,629,99,100,9,837,0,0,0,837
10/23/2023,BOS,MA,ANE,EN,Towers with Radar,"1,016",135,32,1,"1,184",0,0,0,"1,184"
10/23/2023,BWI,MD,AEA,EN,Towers with Radar,652,56,39,5,752,0,0,0,752
10/23/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,276",259,84,2,"1,621",0,0,0,"1,621"
10/23/2023,DCA,DC,AEA,EN,Towers with Radar,851,14,10,10,885,0,0,0,885
10/23/2023,DEN,CO,ANM,WE,Towers with Radar,"1,744",210,7,0,"1,961",0,0,0,"1,961"
10/23/2023,DFW,TX,ASW,CE,Towers with Radar,"1,978",49,11,0,"2,038",0,0,0,"2,038"
10/23/2023,DTW,MI,AGL,CE,Towers with Radar,852,19,18,0,889,0,0,0,889
10/23/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,155",22,32,0,"1,209",0,0,0,"1,209"
10/23/2023,FLL,FL,ASO,ES,Towers with Radar,621,75,104,9,809,0,0,0,809
10/23/2023,IAD,VA,AEA,EN,Towers with Radar,568,203,84,2,857,0,0,0,857
10/23/2023,IAH,TX,ASW,CE,Towers with Radar,"1,047",156,21,0,"1,224",0,0,0,"1,224"
10/23/2023,JFK,NY,AEA,EN,Towers with Radar,"1,260",13,46,2,"1,321",0,0,0,"1,321"
10/23/2023,LAS,NV,AWP,WE,Towers with Radar,"1,344",415,112,34,"1,905",0,0,0,"1,905"
10/23/2023,LAX,CA,AWP,WE,Towers with Radar,"1,584",49,29,0,"1,662",0,0,0,"1,662"
10/23/2023,LGA,NY,AEA,EN,Towers with Radar,"1,056",17,5,2,"1,080",0,0,0,"1,080"
10/23/2023,MCO,FL,ASO,ES,Towers with Radar,"1,080",45,46,0,"1,171",0,0,0,"1,171"
10/23/2023,MDW,IL,AGL,CE,Towers with Radar,551,116,95,0,762,0,0,0,762
10/23/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,064",81,48,3,"1,196",0,0,0,"1,196"
10/23/2023,MSP,MN,AGL,CE,Towers with Radar,919,47,43,8,"1,017",0,0,0,"1,017"
10/23/2023,ORD,IL,AGL,CE,Towers with Radar,"1,756",368,14,0,"2,138",0,0,0,"2,138"
10/23/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,641,183,40,0,864,0,0,0,864
10/23/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,164",111,63,8,"1,346",0,0,0,"1,346"
10/23/2023,SAN,CA,AWP,WE,Towers with Radar,571,40,24,1,636,0,0,0,636
10/23/2023,SEA,WA,ANM,WE,Towers with Radar,"1,219",13,2,0,"1,234",0,0,0,"1,234"
10/23/2023,SFO,CA,AWP,WE,Towers with Radar,"1,030",64,21,7,"1,122",0,0,0,"1,122"
10/23/2023,SLC,UT,ANM,WE,Towers with Radar,654,114,116,10,894,0,0,0,894
10/23/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,508,65,55,4,632,0,0,0,632
10/24/2023,ATL,GA,ASO,ES,Towers with Radar,"2,096",23,27,0,"2,146",0,0,0,"2,146"
10/24/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,599,69,112,15,795,0,0,0,795
10/24/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,591,88,96,13,788,0,0,0,788
10/24/2023,BOS,MA,ANE,EN,Towers with Radar,984,163,36,0,"1,183",0,0,0,"1,183"
10/24/2023,BWI,MD,AEA,EN,Towers with Radar,635,63,46,4,748,0,0,0,748
10/24/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,245",267,85,6,"1,603",0,0,0,"1,603"
10/24/2023,DCA,DC,AEA,EN,Towers with Radar,836,13,9,4,862,0,0,0,862
10/24/2023,DEN,CO,ANM,WE,Towers with Radar,"1,704",200,14,0,"1,918",0,0,0,"1,918"
10/24/2023,DFW,TX,ASW,CE,Towers with Radar,"1,967",49,22,0,"2,038",0,0,0,"2,038"
10/24/2023,DTW,MI,AGL,CE,Towers with Radar,798,9,10,0,817,0,0,0,817
10/24/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,170",36,55,0,"1,261",0,0,0,"1,261"
10/24/2023,FLL,FL,ASO,ES,Towers with Radar,587,100,100,5,792,0,0,0,792
10/24/2023,IAD,VA,AEA,EN,Towers with Radar,545,200,124,1,870,0,0,0,870
10/24/2023,IAH,TX,ASW,CE,Towers with Radar,"1,051",151,27,0,"1,229",0,0,0,"1,229"
10/24/2023,JFK,NY,AEA,EN,Towers with Radar,"1,243",21,44,2,"1,310",0,0,0,"1,310"
10/24/2023,LAS,NV,AWP,WE,Towers with Radar,"1,132",373,108,41,"1,654",0,0,0,"1,654"
10/24/2023,LAX,CA,AWP,WE,Towers with Radar,"1,466",45,27,3,"1,541",0,0,0,"1,541"
10/24/2023,LGA,NY,AEA,EN,Towers with Radar,"1,058",19,6,0,"1,083",0,0,0,"1,083"
10/24/2023,MCO,FL,ASO,ES,Towers with Radar,"1,031",42,42,2,"1,117",0,0,0,"1,117"
10/24/2023,MDW,IL,AGL,CE,Towers with Radar,520,105,85,0,710,0,0,0,710
10/24/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,059",68,28,3,"1,158",0,0,0,"1,158"
10/24/2023,MSP,MN,AGL,CE,Towers with Radar,783,55,36,7,881,0,0,0,881
10/24/2023,ORD,IL,AGL,CE,Towers with Radar,"1,663",322,6,0,"1,991",0,0,0,"1,991"
10/24/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,698,157,35,4,894,0,0,0,894
10/24/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,098",98,72,16,"1,284",0,0,0,"1,284"
10/24/2023,SAN,CA,AWP,WE,Towers with Radar,539,39,21,2,601,0,0,0,601
10/24/2023,SEA,WA,ANM,WE,Towers with Radar,"1,124",15,3,0,"1,142",0,0,0,"1,142"
10/24/2023,SFO,CA,AWP,WE,Towers with Radar,973,69,24,5,"1,071",0,0,0,"1,071"
10/24/2023,SLC,UT,ANM,WE,Towers with Radar,654,105,130,11,900,0,0,0,900
10/24/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,476,49,98,2,625,0,0,0,625
10/25/2023,ATL,GA,ASO,ES,Towers with Radar,"2,082",24,27,0,"2,133",0,0,0,"2,133"
10/25/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,585,69,154,25,833,0,0,0,833
10/25/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,601,86,142,2,831,0,0,0,831
10/25/2023,BOS,MA,ANE,EN,Towers with Radar,970,156,29,2,"1,157",0,0,0,"1,157"
10/25/2023,BWI,MD,AEA,EN,Towers with Radar,622,49,47,0,718,0,0,0,718
10/25/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,270",277,132,2,"1,681",0,0,0,"1,681"
10/25/2023,DCA,DC,AEA,EN,Towers with Radar,850,15,8,6,879,0,0,0,879
10/25/2023,DEN,CO,ANM,WE,Towers with Radar,"1,668",209,20,0,"1,897",0,0,0,"1,897"
10/25/2023,DFW,TX,ASW,CE,Towers with Radar,"1,688",51,30,0,"1,769",0,0,0,"1,769"
10/25/2023,DTW,MI,AGL,CE,Towers with Radar,802,22,10,0,834,0,0,0,834
10/25/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,181",49,58,0,"1,288",0,0,0,"1,288"
10/25/2023,FLL,FL,ASO,ES,Towers with Radar,587,113,151,3,854,0,0,0,854
10/25/2023,IAD,VA,AEA,EN,Towers with Radar,557,195,136,4,892,0,0,0,892
10/25/2023,IAH,TX,ASW,CE,Towers with Radar,"1,055",165,28,0,"1,248",0,0,0,"1,248"
10/25/2023,JFK,NY,AEA,EN,Towers with Radar,"1,250",18,54,0,"1,322",0,0,0,"1,322"
10/25/2023,LAS,NV,AWP,WE,Towers with Radar,"1,130",389,126,43,"1,688",0,0,0,"1,688"
10/25/2023,LAX,CA,AWP,WE,Towers with Radar,"1,479",39,38,0,"1,556",0,0,0,"1,556"
10/25/2023,LGA,NY,AEA,EN,Towers with Radar,"1,052",12,10,0,"1,074",0,0,0,"1,074"
10/25/2023,MCO,FL,ASO,ES,Towers with Radar,"1,038",51,42,2,"1,133",0,0,0,"1,133"
10/25/2023,MDW,IL,AGL,CE,Towers with Radar,516,92,89,0,697,0,0,0,697
10/25/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,087",67,47,2,"1,203",0,0,0,"1,203"
10/25/2023,MSP,MN,AGL,CE,Towers with Radar,820,60,30,5,915,0,0,0,915
10/25/2023,ORD,IL,AGL,CE,Towers with Radar,"1,704",357,15,0,"2,076",0,0,0,"2,076"
10/25/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,686,177,41,0,904,0,0,0,904
10/25/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,095",92,81,4,"1,272",0,0,0,"1,272"
10/25/2023,SAN,CA,AWP,WE,Towers with Radar,551,43,42,11,647,0,0,0,647
10/25/2023,SEA,WA,ANM,WE,Towers with Radar,"1,147",12,0,0,"1,159",0,0,0,"1,159"
10/25/2023,SFO,CA,AWP,WE,Towers with Radar,955,73,25,10,"1,063",0,0,0,"1,063"
10/25/2023,SLC,UT,ANM,WE,Towers with Radar,661,125,85,12,883,0,0,0,883
10/25/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,465,52,100,0,617,0,0,0,617
10/26/2023,ATL,GA,ASO,ES,Towers with Radar,"2,220",29,19,2,"2,270",0,0,0,"2,270"
10/26/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,630,77,106,3,816,0,0,0,816
10/26/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,642,99,155,4,900,0,0,0,900
10/26/2023,BOS,MA,ANE,EN,Towers with Radar,"1,009",179,29,2,"1,219",0,0,0,"1,219"
10/26/2023,BWI,MD,AEA,EN,Towers with Radar,668,63,72,0,803,0,0,0,803
10/26/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,274",261,97,6,"1,638",0,0,0,"1,638"
10/26/2023,DCA,DC,AEA,EN,Towers with Radar,852,18,9,7,886,0,0,0,886
10/26/2023,DEN,CO,ANM,WE,Towers with Radar,"1,756",204,6,0,"1,966",0,0,0,"1,966"
10/26/2023,DFW,TX,ASW,CE,Towers with Radar,"2,027",41,16,0,"2,084",0,0,0,"2,084"
10/26/2023,DTW,MI,AGL,CE,Towers with Radar,859,3,26,0,888,0,0,0,888
10/26/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,193",44,53,0,"1,290",0,0,0,"1,290"
10/26/2023,FLL,FL,ASO,ES,Towers with Radar,632,123,188,2,945,0,0,0,945
10/26/2023,IAD,VA,AEA,EN,Towers with Radar,572,205,158,3,938,0,0,0,938
10/26/2023,IAH,TX,ASW,CE,Towers with Radar,"1,049",154,29,0,"1,232",0,0,0,"1,232"
10/26/2023,JFK,NY,AEA,EN,Towers with Radar,"1,269",21,64,2,"1,356",0,0,0,"1,356"
10/26/2023,LAS,NV,AWP,WE,Towers with Radar,"1,363",407,148,40,"1,958",0,0,0,"1,958"
10/26/2023,LAX,CA,AWP,WE,Towers with Radar,"1,591",66,58,1,"1,716",0,0,0,"1,716"
10/26/2023,LGA,NY,AEA,EN,Towers with Radar,"1,060",18,13,0,"1,091",0,0,0,"1,091"
10/26/2023,MCO,FL,ASO,ES,Towers with Radar,"1,061",69,48,0,"1,178",0,0,0,"1,178"
10/26/2023,MDW,IL,AGL,CE,Towers with Radar,554,107,103,2,766,0,0,0,766
10/26/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,119",64,44,2,"1,229",0,0,0,"1,229"
10/26/2023,MSP,MN,AGL,CE,Towers with Radar,956,76,26,0,"1,058",0,0,0,"1,058"
10/26/2023,ORD,IL,AGL,CE,Towers with Radar,"1,780",377,22,0,"2,179",0,0,0,"2,179"
10/26/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,710,172,49,0,931,0,0,0,931
10/26/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,161",122,94,18,"1,395",0,0,0,"1,395"
