Date,Facility,State,Region,DDSO Service Area,Class,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,"Total
Operations"
01/17/2023,LGA,NY,AEA,EN,Towers with Radar,"1,150",15,9,0,"1,174",0,0,0,"1,174"
01/17/2023,MCO,FL,ASO,ES,Towers with Radar,941,51,31,0,"1,023",0,0,0,"1,023"
01/17/2023,MDW,IL,AGL,CE,Towers with Radar,451,54,48,11,564,0,0,0,564
01/17/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,166",97,41,1,"1,305",0,0,0,"1,305"
01/17/2023,MSP,MN,AGL,CE,Towers with Radar,700,68,17,13,798,0,0,0,798
01/17/2023,ORD,IL,AGL,CE,Towers with Radar,"1,439",347,8,0,"1,794",0,0,0,"1,794"
01/17/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,579,121,32,10,742,0,0,0,742
01/17/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,101",86,61,3,"1,251",0,0,0,"1,251"
01/17/2023,SAN,CA,AWP,WE,Towers with Radar,459,29,16,1,505,0,0,0,505
01/17/2023,SEA,WA,ANM,WE,Towers with Radar,973,12,2,0,987,0,0,0,987
01/17/2023,SFO,CA,AWP,WE,Towers with Radar,806,67,12,8,893,0,0,0,893
01/17/2023,SLC,UT,ANM,WE,Towers with Radar,612,127,71,8,818,0,0,0,818
01/17/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,439,114,134,1,688,0,0,0,688
01/18/2023,ATL,GA,ASO,ES,Towers with Radar,"1,906",101,14,1,"2,022",0,0,0,"2,022"
01/18/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,530,45,154,24,753,0,0,0,753
01/18/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,537,81,66,0,684,0,0,0,684
01/18/2023,BOS,MA,ANE,EN,Towers with Radar,854,136,18,2,"1,010",0,0,0,"1,010"
01/18/2023,BWI,MD,AEA,EN,Towers with Radar,537,51,45,2,635,0,0,0,635
01/18/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,078",164,71,5,"1,318",0,0,0,"1,318"
01/18/2023,DCA,DC,AEA,EN,Towers with Radar,879,10,7,4,900,0,0,0,900
01/18/2023,DEN,CO,ANM,WE,Towers with Radar,"1,159",127,2,0,"1,288",0,0,0,"1,288"
01/18/2023,DFW,TX,ASW,CE,Towers with Radar,"1,667",59,14,0,"1,740",0,0,0,"1,740"
01/18/2023,DTW,MI,AGL,CE,Towers with Radar,712,41,10,0,763,0,0,0,763
01/18/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,125",33,30,0,"1,188",0,0,0,"1,188"
01/18/2023,FLL,FL,ASO,ES,Towers with Radar,613,90,94,2,799,0,0,0,799
01/18/2023,IAD,VA,AEA,EN,Towers with Radar,427,196,63,2,688,0,0,0,688
01/18/2023,IAH,TX,ASW,CE,Towers with Radar,911,162,17,0,"1,090",0,0,0,"1,090"
01/18/2023,JFK,NY,AEA,EN,Towers with Radar,"1,225",13,48,0,"1,286",0,0,0,"1,286"
01/18/2023,LAS,NV,AWP,WE,Towers with Radar,"1,006",318,122,38,"1,484",0,0,0,"1,484"
01/18/2023,LAX,CA,AWP,WE,Towers with Radar,"1,316",64,38,2,"1,420",0,0,0,"1,420"
01/18/2023,LGA,NY,AEA,EN,Towers with Radar,"1,140",13,7,0,"1,160",0,0,0,"1,160"
01/18/2023,MCO,FL,ASO,ES,Towers with Radar,934,37,47,0,"1,018",0,0,0,"1,018"
01/18/2023,MDW,IL,AGL,CE,Towers with Radar,445,66,34,1,546,0,0,0,546
01/18/2023,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,189",84,39,2,"1,314",0,0,0,"1,314"
01/18/2023,MSP,MN,AGL,CE,Towers with Radar,703,83,14,17,817,0,0,0,817
01/18/2023,ORD,IL,AGL,CE,Towers with Radar,"1,425",358,5,0,"1,788",0,0,0,"1,788"
01/18/2023,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,585,146,34,0,765,0,0,0,765
01/18/2023,PHX,AZ,AWP,CE,Towers with Radar,"1,088",103,66,8,"1,265",0,0,0,"1,265"
01/18/2023,SAN,CA,AWP,WE,Towers with Radar,463,27,15,3,508,0,0,0,508
01/18/2023,SEA,WA,ANM,WE,Towers with Radar,977,13,3,0,993,0,0,0,993
01/18/2023,SFO,CA,AWP,WE,Towers with Radar,794,67,11,8,880,0,0,0,880
01/18/2023,SLC,UT,ANM,WE,Towers with Radar,606,130,162,17,915,0,0,0,915
01/18/2023,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,447,59,82,1,589,0,0,0,589
01/19/2023,ATL,GA,ASO,ES,Towers with Radar,"2,022",85,19,0,"2,126",0,0,0,"2,126"
01/19/2023,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,553,70,191,12,826,0,0,0,826
01/19/2023,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,568,85,109,12,774,0,0,0,774
01/19/2023,BOS,MA,ANE,EN,Towers with Radar,881,111,12,0,"1,004",0,0,0,"1,004"
01/19/2023,BWI,MD,AEA,EN,Towers with Radar,538,51,13,0,602,0,0,0,602
01/19/2023,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,198",176,71,8,"1,453",0,0,0,"1,453"
01/19/2023,DCA,DC,AEA,EN,Towers with Radar,890,10,8,4,912,0,0,0,912
01/19/2023,DEN,CO,ANM,WE,Towers with Radar,"1,485",231,15,0,"1,731",0,0,0,"1,731"
01/19/2023,DFW,TX,ASW,CE,Towers with Radar,"1,748",62,14,0,"1,824",0,0,0,"1,824"
01/19/2023,DTW,MI,AGL,CE,Towers with Radar,727,44,7,0,778,0,0,0,778
01/19/2023,EWR,NJ,AEA,EN,Towers with Radar,"1,112",35,12,0,"1,159",0,0,0,"1,159"
01/19/2023,FLL,FL,ASO,ES,Towers with Radar,662,94,110,2,868,0,0,0,868
01/19/2023,IAD,VA,AEA,EN,Towers with Radar,428,180,82,0,690,0,0,0,690
01/19/2023,IAH,TX,ASW,CE,Towers with Radar,923,156,39,1,"1,119",0,0,0,"1,119"
01/19/2023,JFK,NY,AEA,EN,Towers with Radar,"1,216",20,11,0,"1,247",0,0,0,"1,247"
01/19/2023,LAS,NV,AWP,WE,Towers with Radar,"1,156",343,136,43,"1,678",0,0,0,"1,678"
01/19/2023,LAX,CA,AWP,WE,Towers with Radar,"1,407",65,31,3,"1,506",0,0,0,"1,506"
01/19/2023,LGA,NY,AEA,EN,Towers with Radar,"1,156",10,9,0,"1,175",0,0,0,"1,175"
